Date_Time,   npoints,   u_starr,   taur,   Hcr,   LE_wplr,   Evap,   Fc_wplr,  Fc_wpl_umol,   CO2_conc,  CO2_PPM,   CO2_sig_str,   H2O_conc,   H2O_sig_str,   Temp_amb,  Amb_Press,   wind_speed,   wind_dir_sonic,  obukhov,  zeta,  rou,  sigmaw_ustar,  Xmax,  XR90
TS,   Tot,   m/s,   Kg(m s^2),   W/m^2,   W/m^2,   L/m^2,   mg/(m^2 s),  umol/(m^2 s),   mg/m^3,  PPM,   arb,   g/m^3,   arb,   C,  kPa,   m/s,   deg,   m,   arb,   m,  arb,   m,  m,  
18/01/08 10:30 11:00,  18000.0,   0.338876,   -0.143542,   203.181172,   72.330877,   0.048264,   -0.135836,   -3.086512,   752.651765,   396.268222,   0.955080,   3.386671,   0.941814,   0.516909,   98.357206,   4.032865,   285.493511,   -16.489159,   -0.121292,   0.000170,   2.970396,   62.600254,   125.200508,  
18/01/08 11:00 11:30,  18000.0,   0.308956,   -0.119224,   203.912541,   63.805540,   0.041972,   -0.122993,   -2.794698,   751.617049,   396.016944,   0.955045,   3.537314,   0.942003,   0.642658,   98.322241,   3.252950,   291.689042,   -12.476994,   -0.160295,   0.000141,   3.799525,   56.200978,   112.401955,  
18/01/08 11:30 12:00,  18000.0,   0.343805,   -0.147539,   208.171612,   72.308721,   0.048145,   -0.129211,   -2.935986,   751.685197,   396.321859,   0.955048,   3.407807,   0.941990,   0.821679,   98.301596,   3.237647,   293.832228,   -16.804417,   -0.119016,   0.000175,   3.224891,   57.804314,   115.608628,  
18/01/08 12:00 12:30,  17999.0,   0.346652,   -0.149686,   244.543760,   90.676732,   0.060980,   -0.157642,   -3.581991,   750.237567,   396.372122,   0.955706,   3.201263,   0.942683,   1.300602,   98.275970,   3.899438,   294.119699,   -14.639093,   -0.136620,   0.000177,   3.240548,   57.124095,   114.248190,  
18/01/08 12:30 13:00,  18000.0,   0.336057,   -0.140638,   263.554172,   103.982575,   0.070498,   -0.153983,   -3.498866,   750.768517,   396.766120,   0.956705,   3.005120,   0.944086,   1.302747,   98.241987,   4.054418,   292.111525,   -12.354176,   -0.161889,   0.000167,   3.526042,   55.017189,   110.034378,  
18/01/08 13:00 13:30,  18000.0,   0.352567,   -0.154559,   239.587399,   104.356999,   0.071562,   -0.146059,   -3.318804,   749.388506,   396.652286,   0.955968,   2.716181,   0.943175,   1.659289,   98.224703,   4.446587,   290.148380,   -15.653829,   -0.127764,   0.000184,   3.280791,   55.645794,   111.291588,  
18/01/08 13:30 14:00,  18000.0,   0.399482,   -0.198522,   242.461085,   97.235842,   0.065960,   -0.149123,   -3.388438,   749.361015,   396.442711,   0.955905,   3.030373,   0.942978,   1.390794,   98.192094,   4.161593,   300.951894,   -22.538604,   -0.088737,   0.000236,   2.734448,   57.041949,   114.083897,  
18/01/08 14:00 14:30,  18000.0,   0.377764,   -0.177575,   220.506461,   43.951695,   0.027404,   -0.122350,   -2.780084,   749.148122,   396.197985,   0.956167,   3.570930,   0.943379,   1.242133,   98.174639,   3.922486,   311.232234,   -21.192917,   -0.094371,   0.000211,   3.132879,   54.008387,   108.016774,  
18/01/08 14:30 15:00,  17999.0,   0.358710,   -0.160093,   198.389827,   99.854830,   0.068283,   -0.109155,   -2.480264,   749.548424,   396.471782,   0.956225,   3.243609,   0.943422,   1.316039,   98.144358,   4.372645,   284.203678,   -19.821756,   -0.100899,   0.000190,   3.322463,   54.174521,   108.349041,  
18/01/08 15:00 15:30,  18000.0,   0.361206,   -0.162366,   199.094895,   112.605000,   0.077592,   -0.095783,   -2.176422,   749.454628,   396.336521,   0.956111,   3.085491,   0.943328,   1.202000,   98.121292,   4.966352,   279.183901,   -20.093409,   -0.099535,   0.000193,   3.370353,   53.199932,   106.399864,  
18/01/08 15:30 16:00,  18000.0,   0.328764,   -0.134618,   181.332327,   110.636171,   0.076354,   -0.108175,   -2.457992,   750.161896,   396.386453,   0.956116,   3.173053,   0.943419,   0.905545,   98.109648,   4.956202,   280.416122,   -16.593371,   -0.120530,   0.000160,   3.639087,   54.793380,   109.586761,  
18/01/08 16:00 16:30,  18000.0,   0.336412,   -0.140948,   179.761165,   71.192182,   0.047924,   -0.105096,   -2.388025,   750.106682,   396.369202,   0.956484,   3.328401,   0.943787,   0.825580,   98.091328,   3.712757,   294.308845,   -18.143547,   -0.110232,   0.000167,   3.457507,   55.831048,   111.662096,  
18/01/08 16:30 17:00,  18000.0,   0.335325,   -0.140197,   154.445904,   48.119471,   0.031498,   -0.087015,   -1.977182,   749.699294,   395.694843,   0.956237,   3.689447,   0.943313,   0.370229,   98.089934,   3.544321,   297.785779,   -21.013974,   -0.095175,   0.000166,   3.290055,   58.274786,   116.549571,  
18/01/08 17:00 17:30,  17999.0,   0.311972,   -0.121394,   108.876433,   56.801481,   0.038604,   -0.084224,   -1.913775,   748.832008,   395.094258,   0.955915,   3.674628,   0.942808,   0.179438,   98.071705,   4.251993,   286.697675,   -23.724870,   -0.084300,   0.000144,   3.643856,   57.572513,   115.145027,  
18/01/08 17:30 18:00,  18000.0,   0.301866,   -0.113787,   103.044578,   35.667596,   0.023551,   -0.068693,   -1.560878,   748.851590,   394.653065,   0.955795,   3.699642,   0.942494,   -0.185461,   98.071523,   3.702510,   294.237547,   -22.931100,   -0.087218,   0.000135,   3.678082,   58.983849,   117.967698,  
18/01/08 18:00 18:30,  18000.0,   0.250710,   -0.078586,   69.081688,   24.860258,   0.016476,   -0.047441,   -1.077982,   748.930747,   394.206959,   0.955560,   3.664601,   0.942228,   -0.546832,   98.070122,   3.481158,   288.857257,   -19.580967,   -0.102140,   0.000093,   4.546273,   59.498277,   118.996554,  
18/01/08 18:30 19:00,  18000.0,   0.338757,   -0.143565,   21.344218,   17.464228,   0.012098,   -0.026016,   -0.591141,   750.478792,   394.776549,   0.956091,   3.636489,   0.943086,   -0.478571,   98.066259,   3.066439,   257.257709,   -152.468043,   -0.013118,   0.000169,   2.588711,   69.904878,   139.809755,  
18/01/08 19:00 19:30,  17999.0,   0.278506,   -0.097112,   68.884906,   17.947177,   0.011549,   -0.044608,   -1.013589,   750.785876,   394.637129,   0.955654,   3.601372,   0.942070,   -0.896244,   98.068132,   3.041671,   299.301365,   -27.067257,   -0.073890,   0.000115,   3.872627,   61.156854,   122.313707,  
18/01/08 19:30 20:00,  18000.0,   0.283753,   -0.100873,   68.783808,   34.123517,   0.023165,   -0.052405,   -1.190761,   749.941909,   393.932455,   0.955756,   3.509020,   0.942547,   -1.004147,   98.082452,   3.591678,   282.278797,   -28.303198,   -0.070663,   0.000119,   3.595067,   63.752915,   127.505830,  
18/01/08 20:00 20:30,  18000.0,   0.244230,   -0.074755,   53.884916,   16.942752,   0.011093,   -0.020964,   -0.476345,   752.575259,   395.178034,   0.956640,   3.661263,   0.943765,   -0.851092,   98.089226,   2.037379,   307.705674,   -23.270396,   -0.085946,   0.000088,   4.495085,   61.563460,   123.126921,  
18/01/08 20:30 21:00,  18000.0,   0.210198,   -0.055482,   56.020967,   10.146464,   0.006188,   -0.021737,   -0.493913,   754.693487,   395.511687,   0.955948,   3.649585,   0.942758,   -1.469249,   98.102612,   1.908882,   -35.889824,   -14.377560,   -0.139106,   0.000065,   5.800654,   57.938531,   115.877062,  
18/01/08 21:00 21:30,  17999.0,   0.218164,   -0.059799,   38.614868,   5.854278,   0.003482,   0.017955,   0.407977,   755.573218,   395.766551,   0.956642,   3.495255,   0.943692,   -1.119461,   98.110477,   0.418171,   253.798279,   -23.357574,   -0.085625,   0.000070,   4.309895,   70.920421,   141.840842,  
18/01/08 21:30 22:00,  18000.0,   0.109436,   -0.015083,   39.653108,   37.288275,   0.026056,   -0.035281,   -0.801671,   756.487516,   395.308623,   0.955984,   3.009092,   0.942935,   -2.226546,   98.121712,   2.116809,   168.211638,   -2.751162,   -0.726966,   0.000018,   14.939650,   50.400329,   100.800657,  
18/01/08 22:00 22:30,  18000.0,   0.188762,   -0.044906,   56.774242,   54.100974,   0.037860,   -0.044766,   -1.017188,   754.940342,   394.229471,   0.955925,   2.865487,   0.942686,   -2.507307,   98.121696,   3.279508,   159.616917,   -9.854279,   -0.202958,   0.000053,   5.573244,   66.272188,   132.544376,  
18/01/08 22:30 23:00,  17999.0,   0.221964,   -0.062211,   62.773071,   61.414080,   0.043070,   -0.046528,   -1.057228,   756.370682,   394.233944,   0.955946,   2.640195,   0.942637,   -3.027057,   98.117023,   3.995861,   166.397386,   -14.471790,   -0.138200,   0.000073,   4.567162,   66.599299,   133.198598,  
18/01/08 23:00 23:30,  18000.0,   0.225994,   -0.064674,   63.983929,   62.800535,   0.044124,   -0.047169,   -1.071789,   759.178075,   394.579643,   0.955937,   2.357234,   0.942557,   -3.784809,   98.106739,   4.112238,   177.920877,   -14.983745,   -0.133478,   0.000075,   4.565101,   65.488778,   130.977556,  
18/01/08 23:30 24:00,  18000.0,   0.220196,   -0.061415,   61.782349,   61.548661,   0.043264,   -0.048871,   -1.110472,   759.219415,   394.490803,   0.955986,   2.325228,   0.942692,   -3.957753,   98.097718,   4.185828,   182.375398,   -14.341177,   -0.139459,   0.000072,   4.680243,   65.809360,   131.618719,  
18/01/09 0:00 0:30,  18000.0,   0.196956,   -0.049073,   59.638273,   57.444386,   0.040329,   -0.046565,   -1.058061,   757.928752,   394.320786,   0.955938,   2.426059,   0.942562,   -3.642760,   98.079891,   3.843141,   180.736643,   -10.647826,   -0.187832,   0.000057,   5.489550,   64.421894,   128.843788,  
18/01/09 0:30 1:00,  17999.0,   0.221552,   -0.062098,   65.018930,   61.436951,   0.043115,   -0.046266,   -1.051281,   758.052293,   394.366517,   0.955959,   2.415183,   0.942645,   -3.680447,   98.039971,   3.902346,   179.562441,   -13.909897,   -0.143783,   0.000072,   4.247285,   70.707945,   141.415891,  
18/01/09 1:00 1:30,  18000.0,   0.173710,   -0.038149,   55.430392,   52.449915,   0.036823,   -0.031802,   -0.722614,   757.802449,   394.496491,   0.955997,   2.383864,   0.942910,   -3.507679,   98.015649,   3.113921,   185.472987,   -7.861534,   -0.254403,   0.000045,   6.215838,   65.719471,   131.438942,  
18/01/09 1:30 2:00,  18000.0,   0.141785,   -0.025345,   39.946292,   39.305007,   0.027585,   -0.029977,   -0.681156,   755.122287,   394.183495,   0.956000,   2.581578,   0.942941,   -2.900265,   98.011914,   2.432931,   183.210609,   -5.919007,   -0.337895,   0.000030,   8.908478,   59.722579,   119.445157,  
18/01/09 2:00 2:30,  18000.0,   0.138292,   -0.024112,   34.345921,   35.949178,   0.025269,   -0.023902,   -0.543119,   755.911876,   394.595040,   0.955992,   2.529987,   0.942827,   -2.922913,   97.989186,   2.864886,   188.016326,   -6.365602,   -0.314189,   0.000028,   9.214650,   59.514833,   119.029666,  
18/01/09 2:30 3:00,  17999.0,   0.119672,   -0.018029,   36.984507,   38.008424,   0.026693,   -0.033152,   -0.753281,   754.416968,   394.412687,   0.955998,   2.630881,   0.942956,   -2.593455,   97.973048,   2.159891,   194.502920,   -3.833591,   -0.521704,   0.000021,   10.513868,   61.374759,   122.749518,  
18/01/09 3:00 3:30,  18000.0,   0.125625,   -0.019860,   35.844513,   39.690434,   0.027935,   -0.022111,   -0.502415,   754.145400,   394.413156,   0.955999,   2.532950,   0.942987,   -2.505232,   97.945852,   2.194152,   204.097428,   -4.555048,   -0.439073,   0.000023,   9.794554,   62.052749,   124.105498,  
18/01/09 3:30 4:00,  18000.0,   0.136495,   -0.023457,   35.164280,   38.714748,   0.027268,   -0.021873,   -0.497010,   755.648155,   395.012353,   0.956004,   2.411278,   0.942999,   -2.646740,   97.915840,   2.178490,   195.469965,   -5.956112,   -0.335789,   0.000028,   8.436583,   64.660431,   129.320862,  
18/01/09 4:00 4:30,  17999.0,   0.136089,   -0.023303,   19.560324,   23.074418,   0.016268,   -0.027775,   -0.631110,   755.902927,   395.388544,   0.956214,   2.434889,   0.943401,   -1.726549,   97.895892,   1.156013,   180.628216,   -10.566531,   -0.189277,   0.000027,   8.677553,   63.397508,   126.795015,  
18/01/09 4:30 5:00,  18000.0,   0.162372,   -0.033187,   45.911603,   53.038503,   0.037390,   -0.032907,   -0.747729,   758.989285,   396.834213,   0.955950,   2.384063,   0.942820,   -2.238716,   97.875105,   2.856211,   144.867090,   -7.654332,   -0.261290,   0.000039,   7.703424,   59.011809,   118.023619,  
18/01/09 5:00 5:30,  18000.0,   0.093287,   -0.010944,   27.775922,   31.740453,   0.022353,   -0.025298,   -0.574832,   757.434815,   396.402549,   0.956025,   2.516813,   0.943055,   -1.921762,   97.858664,   1.433631,   142.810408,   -2.400367,   -0.833206,   0.000020,   21.051565,   43.115088,   86.230176,  
18/01/09 5:30 6:00,  18000.0,   0.064981,   -0.005304,   24.018965,   29.735489,   0.020984,   -0.018815,   -0.427518,   756.143652,   396.197205,   0.956396,   2.443851,   0.943619,   -1.640932,   97.836475,   1.372958,   154.712910,   -0.933232,   -2.143089,   0.000029,   35.887633,   36.622374,   73.244749,  
18/01/09 6:00 6:30,  17999.0,   0.144643,   -0.026237,   46.483613,   21.991999,   0.015140,   -0.044476,   -1.010598,   756.223492,   396.868604,   0.956122,   2.504192,   0.943264,   -1.179296,   97.809026,   1.086629,   105.994626,   -5.537599,   -0.361167,   0.000031,   9.827490,   54.180043,   108.360086,  
18/01/09 6:30 7:00,  18000.0,   0.137045,   -0.023540,   37.519134,   36.253616,   0.025451,   -0.036648,   -0.832727,   756.918543,   397.459243,   0.956015,   2.602441,   0.943130,   -0.893871,   97.784968,   0.594936,   177.668972,   -5.681456,   -0.352022,   0.000028,   10.163878,   55.497577,   110.995155,  
18/01/09 7:00 7:30,  18000.0,   0.249528,   -0.077999,   46.407968,   19.259319,   0.013179,   -0.025976,   -0.590231,   756.139001,   397.256512,   0.956008,   2.530101,   0.942980,   -1.192370,   97.769699,   1.486254,   84.301387,   -28.556782,   -0.070036,   0.000092,   3.967583,   66.645936,   133.291872,  
18/01/09 7:30 8:00,  18000.0,   0.153609,   -0.029551,   100.995317,   32.635150,   0.022019,   -0.052332,   -1.189115,   755.699745,   397.125228,   0.956150,   2.556717,   0.943197,   -1.133157,   97.750300,   0.663024,   37.476636,   -3.075960,   -0.650203,   0.000035,   10.439230,   48.771142,   97.542284,  
18/01/09 8:00 8:30,  17999.0,   0.201603,   -0.050845,   151.659803,   40.364225,   0.026635,   -0.102964,   -2.339582,   755.105271,   397.250495,   0.956000,   2.849979,   0.942999,   -1.246637,   97.722953,   1.547474,   310.998420,   -4.644647,   -0.430603,   0.000060,   6.227008,   56.963820,   113.927641,  
18/01/09 8:30 9:00,  18000.0,   0.218723,   -0.059785,   180.083909,   41.847326,   0.027274,   -0.116712,   -2.651967,   754.197040,   397.179953,   0.955998,   2.851279,   0.942952,   -0.908172,   97.695557,   1.482163,   -20.432332,   -5.002902,   -0.399768,   0.000071,   5.536642,   57.901092,   115.802184,  
18/01/09 9:00 9:30,  18000.0,   0.266422,   -0.088609,   172.661476,   42.315718,   0.027687,   -0.123130,   -2.797811,   753.591486,   397.290340,   0.955835,   2.891630,   0.942609,   -0.739225,   97.653650,   1.487655,   -22.041741,   -9.419579,   -0.212324,   0.000105,   3.806693,   64.698794,   129.397588,  
18/01/09 9:30 10:00,  18000.0,   0.222830,   -0.061927,   168.081280,   39.973487,   0.025998,   -0.105615,   -2.399831,   752.627209,   397.147870,   0.955407,   2.982932,   0.942148,   -0.678464,   97.630170,   1.703323,   -31.298379,   -5.662438,   -0.353205,   0.000073,   5.436065,   57.722627,   115.445254,  
18/01/09 10:00 10:30,  17999.0,   0.215602,   -0.057869,   168.443210,   49.717196,   0.032862,   -0.109162,   -2.480419,   751.146621,   397.090523,   0.955630,   3.112594,   0.942604,   -0.277217,   97.581308,   1.393856,   -37.878878,   -5.099174,   -0.392220,   0.000069,   5.689914,   57.431849,   114.863697,  
18/01/09 10:30 11:00,  18000.0,   0.267817,   -0.089223,   234.373108,   60.372424,   0.039397,   -0.138763,   -3.153018,   750.878085,   397.254525,   0.955001,   3.129345,   0.942005,   -0.196478,   97.543348,   1.932802,   -32.287067,   -7.036130,   -0.284247,   0.000106,   4.223321,   59.242959,   118.485919,  
18/01/09 11:00 11:30,  18000.0,   0.273544,   -0.093135,   245.881102,   58.410584,   0.037965,   -0.144676,   -3.287387,   750.836454,   396.999662,   0.955000,   3.002958,   0.942000,   -0.421701,   97.532725,   2.164038,   -25.657339,   -7.153620,   -0.279579,   0.000111,   4.218016,   58.110885,   116.221770,  
18/01/09 11:30 12:00,  18000.0,   0.225654,   -0.063311,   238.392718,   60.730331,   0.039837,   -0.148117,   -3.365562,   749.693214,   396.821547,   0.955030,   2.939823,   0.942245,   -0.019038,   97.511367,   1.669860,   -21.976561,   -4.136925,   -0.483451,   0.000075,   5.770644,   54.371696,   108.743392,  
18/01/09 12:00 12:30,  17999.0,   0.288976,   -0.103632,   265.794034,   71.754480,   0.047630,   -0.161880,   -3.678298,   748.808108,   397.112759,   0.955418,   2.737956,   0.942703,   0.231426,   97.471995,   2.375161,   -35.503196,   -7.782205,   -0.256997,   0.000123,   4.060200,   56.835251,   113.670503,  
18/01/09 12:30 13:00,  18000.0,   0.275743,   -0.094395,   213.005709,   50.279568,   0.032603,   -0.117162,   -2.662190,   748.101965,   396.572374,   0.956762,   3.060247,   0.944415,   -0.037769,   97.443410,   2.281239,   -33.287064,   -8.451186,   -0.236653,   0.000112,   4.434607,   55.401698,   110.803396,  
18/01/09 13:00 13:30,  18000.0,   0.264839,   -0.086962,   211.735883,   51.732169,   0.033526,   -0.118219,   -2.686211,   746.635533,   396.314963,   0.956106,   3.185548,   0.943472,   0.234192,   97.407982,   2.305063,   -40.260065,   -7.526675,   -0.265722,   0.000104,   4.684023,   55.121493,   110.242987,  
18/01/09 13:30 14:00,  18000.0,   0.288194,   -0.102864,   201.109752,   52.492790,   0.034451,   -0.115743,   -2.629947,   746.577412,   396.718301,   0.956000,   3.009632,   0.943001,   0.328465,   97.367830,   2.642046,   -36.306713,   -10.197089,   -0.196134,   0.000123,   4.200075,   55.460186,   110.920372,  
18/01/09 14:00 14:30,  18000.0,   0.274922,   -0.093548,   189.826571,   47.338813,   0.030839,   -0.103650,   -2.355175,   745.057473,   396.165084,   0.956184,   3.101606,   0.943535,   0.438433,   97.336352,   2.599510,   -41.481692,   -9.381425,   -0.213187,   0.000112,   4.518289,   54.735630,   109.471260,  
18/01/09 14:30 15:00,  17999.0,   0.320991,   -0.127490,   201.963835,   46.150554,   0.029531,   -0.123356,   -2.802945,   745.388848,   396.446009,   0.956000,   3.331664,   0.943262,   0.466932,   97.308380,   2.586650,   -26.424824,   -14.047789,   -0.142371,   0.000152,   3.435740,   58.711645,   117.423291,  
18/01/09 15:00 15:30,  18000.0,   0.268911,   -0.089528,   180.330053,   42.587665,   0.027143,   -0.109822,   -2.495416,   745.113956,   396.063585,   0.956167,   3.539690,   0.943591,   0.195510,   97.279728,   2.084001,   -33.575137,   -9.244214,   -0.216352,   0.000107,   4.411647,   56.987725,   113.975449,  
18/01/09 15:30 16:00,  18000.0,   0.241754,   -0.072305,   179.254607,   44.299855,   0.028335,   -0.102929,   -2.338786,   745.004914,   396.296451,   0.956537,   3.596028,   0.943797,   0.327046,   97.241311,   2.115976,   -42.011290,   -6.750195,   -0.296288,   0.000086,   5.052407,   56.617328,   113.234656,  
