"Plot Title: PARVATI"
"#","Date Time, GMT+02:00","Abs Pres, kPa (LGR S/N: 20183676, SEN S/N: 20183676, LBL: PRES)","Temp, °C (LGR S/N: 20183676, SEN S/N: 20183676, LBL: TMP)","Water Level, meters (LGR S/N: 20183676)","Coupler Detached (LGR S/N: 20183676)","Coupler Attached (LGR S/N: 20183676)","Host Connected (LGR S/N: 20183676)","Stopped (LGR S/N: 20183676)","End Of File (LGR S/N: 20183676)"
348,01.02.18 klo 12.50.00 ap.,99.935,1.221,100.324,,,,,
349,01.02.18 klo 01.00.00 ap.,99.916,1.221,100.322,,,,,
350,01.02.18 klo 01.10.00 ap.,99.888,1.221,100.319,,,,,
351,01.02.18 klo 01.20.00 ap.,99.907,1.221,100.321,,,,,
352,01.02.18 klo 01.30.00 ap.,99.916,1.221,100.322,,,,,
353,01.02.18 klo 01.40.00 ap.,99.913,1.112,100.322,,,,,
354,01.02.18 klo 01.50.00 ap.,99.923,1.112,100.323,,,,,
355,01.02.18 klo 02.00.00 ap.,99.904,1.112,100.321,,,,,
356,01.02.18 klo 02.10.00 ap.,99.923,1.112,100.323,,,,,
357,01.02.18 klo 02.20.00 ap.,99.892,1.003,100.320,,,,,
358,01.02.18 klo 02.30.00 ap.,99.939,1.003,100.324,,,,,
359,01.02.18 klo 02.40.00 ap.,99.920,1.003,100.322,,,,,
360,01.02.18 klo 02.50.00 ap.,99.910,1.003,100.321,,,,,
361,01.02.18 klo 03.00.00 ap.,99.892,1.003,100.320,,,,,
362,01.02.18 klo 03.10.00 ap.,99.901,1.003,100.320,,,,,
363,01.02.18 klo 03.20.00 ap.,99.901,1.003,100.320,,,,,
364,01.02.18 klo 03.30.00 ap.,99.889,0.893,100.319,,,,,
365,01.02.18 klo 03.40.00 ap.,99.870,0.893,100.317,,,,,
366,01.02.18 klo 03.50.00 ap.,99.889,0.893,100.319,,,,,
367,01.02.18 klo 04.00.00 ap.,99.870,0.893,100.317,,,,,
368,01.02.18 klo 04.10.00 ap.,99.895,0.784,100.320,,,,,
369,01.02.18 klo 04.20.00 ap.,99.857,0.784,100.316,,,,,
370,01.02.18 klo 04.30.00 ap.,99.895,0.784,100.320,,,,,
371,01.02.18 klo 04.40.00 ap.,99.864,0.674,100.317,,,,,
372,01.02.18 klo 04.50.00 ap.,99.873,0.674,100.318,,,,,
373,01.02.18 klo 05.00.00 ap.,99.854,0.674,100.316,,,,,
374,01.02.18 klo 05.10.00 ap.,99.864,0.674,100.317,,,,,
375,01.02.18 klo 05.20.00 ap.,99.883,0.674,100.319,,,,,
376,01.02.18 klo 05.30.00 ap.,99.861,0.563,100.317,,,,,
377,01.02.18 klo 05.40.00 ap.,99.851,0.563,100.316,,,,,
378,01.02.18 klo 05.50.00 ap.,99.861,0.563,100.317,,,,,
379,01.02.18 klo 06.00.00 ap.,99.861,0.563,100.317,,,,,
380,01.02.18 klo 06.10.00 ap.,99.833,0.563,100.314,,,,,
381,01.02.18 klo 06.20.00 ap.,99.836,0.674,100.314,,,,,
382,01.02.18 klo 06.30.00 ap.,99.779,0.674,100.308,,,,,
383,01.02.18 klo 06.40.00 ap.,99.807,0.674,100.311,,,,,
384,01.02.18 klo 06.50.00 ap.,99.839,0.784,100.314,,,,,
385,01.02.18 klo 07.00.00 ap.,99.829,0.784,100.313,,,,,
386,01.02.18 klo 07.10.00 ap.,99.810,0.784,100.311,,,,,
387,01.02.18 klo 07.20.00 ap.,99.794,0.893,100.310,,,,,
388,01.02.18 klo 07.30.00 ap.,99.813,0.893,100.312,,,,,
389,01.02.18 klo 07.40.00 ap.,99.804,0.893,100.311,,,,,
390,01.02.18 klo 07.50.00 ap.,99.835,1.003,100.314,,,,,
391,01.02.18 klo 08.00.00 ap.,99.816,1.003,100.312,,,,,
392,01.02.18 klo 08.10.00 ap.,99.844,1.003,100.315,,,,,
393,01.02.18 klo 08.20.00 ap.,99.838,1.112,100.314,,,,,
394,01.02.18 klo 08.30.00 ap.,99.819,1.112,100.312,,,,,
395,01.02.18 klo 08.40.00 ap.,99.832,1.221,100.313,,,,,
396,01.02.18 klo 08.50.00 ap.,99.803,1.221,100.310,,,,,
397,01.02.18 klo 09.00.00 ap.,99.813,1.221,100.311,,,,,
398,01.02.18 klo 09.10.00 ap.,99.803,1.221,100.310,,,,,
399,01.02.18 klo 09.20.00 ap.,99.803,1.221,100.310,,,,,
400,01.02.18 klo 09.30.00 ap.,99.806,1.330,100.311,,,,,
401,01.02.18 klo 09.40.00 ap.,99.787,1.330,100.309,,,,,
402,01.02.18 klo 09.50.00 ap.,99.806,1.330,100.311,,,,,
403,01.02.18 klo 10.00.00 ap.,99.790,1.439,100.309,,,,,
404,01.02.18 klo 10.10.00 ap.,99.819,1.439,100.312,,,,,
405,01.02.18 klo 10.20.00 ap.,99.800,1.439,100.310,,,,,
406,01.02.18 klo 10.30.00 ap.,99.762,1.439,100.306,,,,,
407,01.02.18 klo 10.40.00 ap.,99.781,1.439,100.308,,,,,
408,01.02.18 klo 10.50.00 ap.,99.753,1.439,100.305,,,,,
409,01.02.18 klo 11.00.00 ap.,99.762,1.439,100.306,,,,,
410,01.02.18 klo 11.10.00 ap.,99.727,1.548,100.303,,,,,
411,01.02.18 klo 11.20.00 ap.,99.727,1.548,100.303,,,,,
412,01.02.18 klo 11.30.00 ap.,99.737,1.548,100.304,,,,,
413,01.02.18 klo 11.40.00 ap.,99.711,1.656,100.301,,,,,
414,01.02.18 klo 11.50.00 ap.,99.705,1.764,100.300,,,,,
415,01.02.18 klo 12.00.00 ip.,99.714,1.764,100.301,,,,,
416,01.02.18 klo 12.10.00 ip.,99.698,1.872,100.300,,,,,
417,01.02.18 klo 12.20.00 ip.,99.698,1.872,100.300,,,,,
418,01.02.18 klo 12.30.00 ip.,99.692,1.980,100.299,,,,,
419,01.02.18 klo 12.40.00 ip.,99.692,1.980,100.299,,,,,
420,01.02.18 klo 12.50.00 ip.,99.695,2.088,100.299,,,,,
421,01.02.18 klo 01.00.00 ip.,99.676,2.088,100.297,,,,,
422,01.02.18 klo 01.10.00 ip.,99.667,2.088,100.296,,,,,
423,01.02.18 klo 01.20.00 ip.,99.648,2.088,100.294,,,,,
424,01.02.18 klo 01.30.00 ip.,99.632,2.195,100.293,,,,,
425,01.02.18 klo 01.40.00 ip.,99.616,2.303,100.291,,,,,
426,01.02.18 klo 01.50.00 ip.,99.628,2.410,100.292,,,,,
427,01.02.18 klo 02.00.00 ip.,99.647,2.410,100.294,,,,,
428,01.02.18 klo 02.10.00 ip.,99.593,2.517,100.289,,,,,
429,01.02.18 klo 02.20.00 ip.,99.587,2.624,100.288,,,,,
430,01.02.18 klo 02.30.00 ip.,99.580,2.730,100.287,,,,,
431,01.02.18 klo 02.40.00 ip.,99.580,2.730,100.287,,,,,
432,01.02.18 klo 02.50.00 ip.,99.574,2.837,100.287,,,,,
433,01.02.18 klo 03.00.00 ip.,99.567,2.943,100.286,,,,,
434,01.02.18 klo 03.10.00 ip.,99.586,2.943,100.288,,,,,
435,01.02.18 klo 03.20.00 ip.,99.561,3.049,100.285,,,,,
436,01.02.18 klo 03.30.00 ip.,99.551,3.049,100.284,,,,,
437,01.02.18 klo 03.40.00 ip.,99.542,3.049,100.284,,,,,
438,01.02.18 klo 03.50.00 ip.,99.533,3.049,100.283,,,,,
439,01.02.18 klo 04.00.00 ip.,99.545,3.155,100.284,,,,,
440,01.02.18 klo 04.10.00 ip.,99.501,3.261,100.279,,,,,
441,01.02.18 klo 04.20.00 ip.,99.501,3.261,100.279,,,,,
442,01.02.18 klo 04.30.00 ip.,99.482,3.261,100.277,,,,,
443,01.02.18 klo 04.40.00 ip.,99.491,3.261,100.278,,,,,
444,01.02.18 klo 04.50.00 ip.,99.425,3.261,100.272,,,,,
445,01.02.18 klo 05.00.00 ip.,99.454,3.261,100.275,,,,,
446,01.02.18 klo 05.10.00 ip.,99.435,3.261,100.273,,,,,
447,01.02.18 klo 05.20.00 ip.,99.441,3.472,100.273,,,,,
448,01.02.18 klo 05.30.00 ip.,99.434,3.578,100.273,,,,,
449,01.02.18 klo 05.40.00 ip.,99.437,3.683,100.273,,,,,
450,01.02.18 klo 05.50.00 ip.,99.402,3.788,100.269,,,,,
451,01.02.18 klo 06.00.00 ip.,99.393,3.788,100.268,,,,,
452,01.02.18 klo 06.10.00 ip.,99.364,3.788,100.265,,,,,
453,01.02.18 klo 06.20.00 ip.,99.358,3.893,100.265,,,,,
454,01.02.18 klo 06.30.00 ip.,99.361,3.998,100.265,,,,,
455,01.02.18 klo 06.40.00 ip.,99.358,3.893,100.265,,,,,
456,01.02.18 klo 06.50.00 ip.,99.339,3.893,100.263,,,,,
457,01.02.18 klo 07.00.00 ip.,99.348,3.893,100.264,,,,,
458,01.02.18 klo 07.10.00 ip.,99.332,3.998,100.262,,,,,
459,01.02.18 klo 07.20.00 ip.,99.332,3.998,100.262,,,,,
460,01.02.18 klo 07.30.00 ip.,99.311,3.893,100.260,,,,,
461,01.02.18 klo 07.40.00 ip.,99.304,3.998,100.259,,,,,
462,01.02.18 klo 07.50.00 ip.,99.282,3.893,100.257,,,,,
463,01.02.18 klo 08.00.00 ip.,99.273,3.893,100.256,,,,,
464,01.02.18 klo 08.10.00 ip.,99.273,3.893,100.256,,,,,
465,01.02.18 klo 08.20.00 ip.,99.264,3.578,100.255,,,,,
466,01.02.18 klo 08.30.00 ip.,99.261,3.472,100.255,,,,,
467,01.02.18 klo 08.40.00 ip.,99.258,3.367,100.255,,,,,
468,01.02.18 klo 08.50.00 ip.,99.243,3.155,100.253,,,,,
469,01.02.18 klo 09.00.00 ip.,99.227,3.261,100.251,,,,,
470,01.02.18 klo 09.10.00 ip.,99.240,3.367,100.253,,,,,
471,01.02.18 klo 09.20.00 ip.,99.208,3.261,100.249,,,,,
472,01.02.18 klo 09.30.00 ip.,99.184,3.049,100.247,,,,,
473,01.02.18 klo 09.40.00 ip.,99.197,2.837,100.248,,,,,
474,01.02.18 klo 09.50.00 ip.,99.166,2.730,100.245,,,,,
475,01.02.18 klo 10.00.00 ip.,99.153,2.624,100.244,,,,,
476,01.02.18 klo 10.10.00 ip.,99.176,2.410,100.246,,,,,
477,01.02.18 klo 10.20.00 ip.,99.138,2.410,100.242,,,,,
478,01.02.18 klo 10.30.00 ip.,99.107,2.303,100.239,,,,,
479,01.02.18 klo 10.40.00 ip.,99.123,2.195,100.241,,,,,
480,01.02.18 klo 10.50.00 ip.,99.057,2.195,100.234,,,,,
481,01.02.18 klo 11.00.00 ip.,99.063,2.088,100.235,,,,,
482,01.02.18 klo 11.10.00 ip.,99.023,1.980,100.231,,,,,
483,01.02.18 klo 11.20.00 ip.,99.020,1.872,100.230,,,,,
484,01.02.18 klo 11.30.00 ip.,98.992,1.872,100.228,,,,,
485,01.02.18 klo 11.40.00 ip.,98.979,1.764,100.226,,,,,
486,01.02.18 klo 11.50.00 ip.,98.979,1.764,100.226,,,,,
487,01.03.18 klo 12.00.00 ap.,98.932,1.764,100.221,,,,,
488,01.03.18 klo 12.10.00 ap.,98.929,1.656,100.221,,,,,
489,01.03.18 klo 12.20.00 ap.,98.917,1.548,100.220,,,,,
490,01.03.18 klo 12.30.00 ap.,98.926,1.548,100.221,,,,,
491,01.03.18 klo 12.40.00 ap.,98.898,1.548,100.218,,,,,
492,01.03.18 klo 12.50.00 ap.,98.886,1.439,100.217,,,,,
493,01.03.18 klo 01.00.00 ap.,98.876,1.439,100.216,,,,,
494,01.03.18 klo 01.10.00 ap.,98.839,1.439,100.212,,,,,
495,01.03.18 klo 01.20.00 ap.,98.807,1.330,100.209,,,,,
496,01.03.18 klo 01.30.00 ap.,98.823,1.221,100.210,,,,,
497,01.03.18 klo 01.40.00 ap.,98.767,1.221,100.205,,,,,
498,01.03.18 klo 01.50.00 ap.,98.755,1.112,100.204,,,,,
499,01.03.18 klo 02.00.00 ap.,98.717,1.112,100.200,,,,,
500,01.03.18 klo 02.10.00 ap.,98.714,1.003,100.199,,,,,
501,01.03.18 klo 02.20.00 ap.,98.714,1.003,100.199,,,,,
502,01.03.18 klo 02.30.00 ap.,98.739,0.893,100.202,,,,,
503,01.03.18 klo 02.40.00 ap.,98.664,0.893,100.194,,,,,
504,01.03.18 klo 02.50.00 ap.,98.711,0.893,100.199,,,,,
505,01.03.18 klo 03.00.00 ap.,98.623,0.784,100.190,,,,,
506,01.03.18 klo 03.10.00 ap.,98.652,0.784,100.193,,,,,
507,01.03.18 klo 03.20.00 ap.,98.592,0.674,100.187,,,,,
508,01.03.18 klo 03.30.00 ap.,98.658,0.674,100.194,,,,,
509,01.03.18 klo 03.40.00 ap.,98.611,0.674,100.189,,,,,
510,01.03.18 klo 03.50.00 ap.,98.573,0.674,100.185,,,,,
511,01.03.18 klo 04.00.00 ap.,98.505,0.563,100.178,,,,,
512,01.03.18 klo 04.10.00 ap.,98.429,0.563,100.170,,,,,
513,01.03.18 klo 04.20.00 ap.,98.552,0.563,100.183,,,,,
514,01.03.18 klo 04.30.00 ap.,98.426,0.453,100.170,,,,,
515,01.03.18 klo 04.40.00 ap.,98.442,0.343,100.172,,,,,
516,01.03.18 klo 04.50.00 ap.,98.423,0.343,100.170,,,,,
517,01.03.18 klo 05.00.00 ap.,98.376,0.343,100.165,,,,,
518,01.03.18 klo 05.10.00 ap.,98.423,0.343,100.170,,,,,
519,01.03.18 klo 05.20.00 ap.,98.320,0.343,100.159,,,,,
520,01.03.18 klo 05.30.00 ap.,98.292,0.343,100.157,,,,,
521,01.03.18 klo 05.40.00 ap.,98.348,0.343,100.162,,,,,
522,01.03.18 klo 05.50.00 ap.,98.405,0.343,100.168,,,,,
523,01.03.18 klo 06.00.00 ap.,98.254,0.343,100.153,,,,,
524,01.03.18 klo 06.10.00 ap.,98.313,0.453,100.159,,,,,
525,01.03.18 klo 06.20.00 ap.,98.163,0.453,100.143,,,,,
526,01.03.18 klo 06.30.00 ap.,98.226,0.343,100.150,,,,,
527,01.03.18 klo 06.40.00 ap.,98.094,0.343,100.136,,,,,
528,01.03.18 klo 06.50.00 ap.,98.198,0.343,100.147,,,,,
529,01.03.18 klo 07.00.00 ap.,98.169,0.343,100.144,,,,,
530,01.03.18 klo 07.10.00 ap.,98.116,0.453,100.139,,,,,
531,01.03.18 klo 07.20.00 ap.,98.088,0.453,100.136,,,,,
532,01.03.18 klo 07.30.00 ap.,98.125,0.453,100.140,,,,,
533,01.03.18 klo 07.40.00 ap.,98.097,0.453,100.137,,,,,
534,01.03.18 klo 07.50.00 ap.,98.128,0.563,100.140,,,,,
535,01.03.18 klo 08.00.00 ap.,98.043,0.563,100.131,,,,,
536,01.03.18 klo 08.10.00 ap.,97.987,0.563,100.125,,,,,
537,01.03.18 klo 08.20.00 ap.,98.043,0.563,100.131,,,,,
538,01.03.18 klo 08.30.00 ap.,98.034,0.563,100.130,,,,,
539,01.03.18 klo 08.40.00 ap.,98.037,0.674,100.130,,,,,
540,01.03.18 klo 08.50.00 ap.,97.971,0.674,100.124,,,,,
541,01.03.18 klo 09.00.00 ap.,97.999,0.674,100.127,,,,,
542,01.03.18 klo 09.10.00 ap.,97.936,0.784,100.120,,,,,
543,01.03.18 klo 09.20.00 ap.,97.880,0.784,100.114,,,,,
544,01.03.18 klo 09.30.00 ap.,97.939,0.893,100.120,,,,,
545,01.03.18 klo 09.40.00 ap.,97.949,0.893,100.121,,,,,
546,01.03.18 klo 09.50.00 ap.,97.848,1.003,100.111,,,,,
547,01.03.18 klo 10.00.00 ap.,97.848,1.003,100.111,,,,,
548,01.03.18 klo 10.10.00 ap.,97.888,1.112,100.115,,,,,
549,01.03.18 klo 10.20.00 ap.,97.860,1.112,100.112,,,,,
550,01.03.18 klo 10.30.00 ap.,97.844,1.221,100.111,,,,,
551,01.03.18 klo 10.40.00 ap.,97.807,1.221,100.107,,,,,
552,01.03.18 klo 10.50.00 ap.,97.800,1.330,100.106,,,,,
553,01.03.18 klo 11.00.00 ap.,97.765,1.439,100.102,,,,,
554,01.03.18 klo 11.10.00 ap.,97.756,1.439,100.102,,,,,
555,01.03.18 klo 11.20.00 ap.,97.749,1.548,100.101,,,,,
556,01.03.18 klo 11.30.00 ap.,97.721,1.548,100.098,,,,,
557,01.03.18 klo 11.40.00 ap.,97.743,1.656,100.100,,,,,
558,01.03.18 klo 11.50.00 ap.,97.717,1.764,100.098,,,,,
559,01.03.18 klo 12.00.00 ip.,97.727,1.764,100.099,,,,,
560,01.03.18 klo 12.10.00 ip.,97.711,1.872,100.097,,,,,
561,01.03.18 klo 12.20.00 ip.,97.673,1.872,100.093,,,,,
562,01.03.18 klo 12.30.00 ip.,97.676,1.980,100.093,,,,,
563,01.03.18 klo 12.40.00 ip.,97.670,2.088,100.093,,,,,
564,01.03.18 klo 12.50.00 ip.,97.682,2.195,100.094,,,,,
565,01.03.18 klo 01.00.00 ip.,97.657,2.303,100.091,,,,,
566,01.03.18 klo 01.10.00 ip.,97.641,2.410,100.090,,,,,
567,01.03.18 klo 01.20.00 ip.,97.634,2.517,100.089,,,,,
568,01.03.18 klo 01.30.00 ip.,97.625,2.517,100.088,,,,,
569,01.03.18 klo 01.40.00 ip.,97.618,2.624,100.087,,,,,
570,01.03.18 klo 01.50.00 ip.,97.602,2.730,100.086,,,,,
571,01.03.18 klo 02.00.00 ip.,97.598,2.943,100.085,,,,,
572,01.03.18 klo 02.10.00 ip.,97.604,3.155,100.086,,,,,
573,01.03.18 klo 02.20.00 ip.,97.610,3.367,100.087,,,,,
574,01.03.18 klo 02.30.00 ip.,97.606,3.578,100.086,,,,,
575,01.03.18 klo 02.40.00 ip.,97.599,3.683,100.085,,,,,
576,01.03.18 klo 02.50.00 ip.,97.577,3.893,100.083,,,,,
577,01.03.18 klo 03.00.00 ip.,97.583,4.102,100.084,,,,,
578,01.03.18 klo 03.10.00 ip.,97.588,4.311,100.084,,,,,
579,01.03.18 klo 03.20.00 ip.,97.563,4.415,100.082,,,,,
580,01.03.18 klo 03.30.00 ip.,97.556,4.519,100.081,,,,,
581,01.03.18 klo 03.40.00 ip.,97.547,4.519,100.080,,,,,
582,01.03.18 klo 03.50.00 ip.,97.528,4.519,100.078,,,,,
583,01.03.18 klo 04.00.00 ip.,97.524,4.727,100.078,,,,,
584,01.03.18 klo 04.10.00 ip.,97.527,4.831,100.078,,,,,
585,01.03.18 klo 04.20.00 ip.,97.520,4.934,100.078,,,,,
586,01.03.18 klo 04.30.00 ip.,97.526,5.141,100.078,,,,,
587,01.03.18 klo 04.40.00 ip.,97.516,5.450,100.077,,,,,
588,01.03.18 klo 04.50.00 ip.,97.519,5.552,100.078,,,,,
589,01.03.18 klo 05.00.00 ip.,97.503,5.655,100.076,,,,,
590,01.03.18 klo 05.10.00 ip.,97.512,5.655,100.077,,,,,
591,01.03.18 klo 05.20.00 ip.,97.493,5.655,100.075,,,,,
592,01.03.18 klo 05.30.00 ip.,97.484,5.655,100.074,,,,,
593,01.03.18 klo 05.40.00 ip.,97.505,5.757,100.076,,,,,
594,01.03.18 klo 05.50.00 ip.,97.515,5.757,100.077,,,,,
595,01.03.18 klo 06.00.00 ip.,97.524,5.757,100.078,,,,,
596,01.03.18 klo 06.10.00 ip.,97.552,5.757,100.081,,,,,
597,01.03.18 klo 06.20.00 ip.,97.555,5.860,100.082,,,,,
598,01.03.18 klo 06.30.00 ip.,97.536,5.860,100.080,,,,,
599,01.03.18 klo 06.40.00 ip.,97.524,5.757,100.078,,,,,
600,01.03.18 klo 06.50.00 ip.,97.540,5.655,100.080,,,,,
601,01.03.18 klo 07.00.00 ip.,97.525,5.450,100.078,,,,,
602,01.03.18 klo 07.10.00 ip.,97.538,5.244,100.080,,,,,
603,01.03.18 klo 07.20.00 ip.,97.507,5.141,100.076,,,,,
604,01.03.18 klo 07.30.00 ip.,97.518,4.831,100.077,,,,,
605,01.03.18 klo 07.40.00 ip.,97.531,4.623,100.079,,,,,
606,01.03.18 klo 07.50.00 ip.,97.506,4.415,100.076,,,,,
607,01.03.18 klo 08.00.00 ip.,97.529,4.207,100.078,,,,,
608,01.03.18 klo 08.10.00 ip.,97.583,4.102,100.084,,,,,
609,01.03.18 klo 08.20.00 ip.,97.542,3.998,100.080,,,,,
610,01.03.18 klo 08.30.00 ip.,97.602,3.788,100.086,,,,,
611,01.03.18 klo 08.40.00 ip.,97.587,3.578,100.084,,,,,
612,01.03.18 klo 08.50.00 ip.,97.591,3.367,100.085,,,,,
613,01.03.18 klo 09.00.00 ip.,97.569,3.261,100.082,,,,,
614,01.03.18 klo 09.10.00 ip.,97.611,3.049,100.087,,,,,
615,01.03.18 klo 09.20.00 ip.,97.683,2.943,100.094,,,,,
616,01.03.18 klo 09.30.00 ip.,97.680,2.837,100.094,,,,,
617,01.03.18 klo 09.40.00 ip.,97.746,2.837,100.100,,,,,
618,01.03.18 klo 09.50.00 ip.,97.781,2.730,100.104,,,,,
619,01.03.18 klo 10.00.00 ip.,97.790,2.730,100.105,,,,,
620,01.03.18 klo 10.10.00 ip.,97.825,2.624,100.108,,,,,
621,01.03.18 klo 10.20.00 ip.,97.835,2.624,100.109,,,,,
622,01.03.18 klo 10.30.00 ip.,97.822,2.517,100.108,,,,,
623,01.03.18 klo 10.40.00 ip.,97.832,2.517,100.109,,,,,
624,01.03.18 klo 10.50.00 ip.,97.850,2.517,100.111,,,,,
625,01.03.18 klo 11.00.00 ip.,97.850,2.517,100.111,,,,,
626,01.03.18 klo 11.10.00 ip.,97.879,2.517,100.114,,,,,
627,01.03.18 klo 11.20.00 ip.,97.850,2.517,100.111,,,,,
628,01.03.18 klo 11.30.00 ip.,97.885,2.410,100.115,,,,,
629,01.03.18 klo 11.40.00 ip.,97.895,2.410,100.116,,,,,
630,01.03.18 klo 11.50.00 ip.,97.895,2.410,100.116,,,,,
631,01.04.18 klo 12.00.00 ap.,97.885,2.410,100.115,,,,,
632,01.04.18 klo 12.10.00 ap.,97.882,2.303,100.114,,,,,
633,01.04.18 klo 12.20.00 ap.,97.920,2.303,100.118,,,,,
634,01.04.18 klo 12.30.00 ap.,97.889,2.195,100.115,,,,,
635,01.04.18 klo 12.40.00 ap.,97.945,2.195,100.121,,,,,
636,01.04.18 klo 12.50.00 ap.,97.889,2.195,100.115,,,,,
637,01.04.18 klo 01.00.00 ap.,97.927,2.195,100.119,,,,,
638,01.04.18 klo 01.10.00 ap.,97.908,2.195,100.117,,,,,
639,01.04.18 klo 01.20.00 ap.,97.927,2.195,100.119,,,,,
640,01.04.18 klo 01.30.00 ap.,97.905,2.088,100.117,,,,,
641,01.04.18 klo 01.40.00 ap.,97.905,2.088,100.117,,,,,
642,01.04.18 klo 01.50.00 ap.,97.933,2.088,100.119,,,,,
643,01.04.18 klo 02.00.00 ap.,97.924,2.088,100.119,,,,,
644,01.04.18 klo 02.10.00 ap.,97.914,2.088,100.118,,,,,
645,01.04.18 klo 02.20.00 ap.,97.914,2.088,100.118,,,,,
646,01.04.18 klo 02.30.00 ap.,97.924,2.088,100.119,,,,,
647,01.04.18 klo 02.40.00 ap.,97.933,2.088,100.119,,,,,
648,01.04.18 klo 02.50.00 ap.,97.933,2.088,100.119,,,,,
649,01.04.18 klo 03.00.00 ap.,97.930,1.980,100.119,,,,,
650,01.04.18 klo 03.10.00 ap.,97.899,1.872,100.116,,,,,
651,01.04.18 klo 03.20.00 ap.,97.953,1.764,100.122,,,,,
652,01.04.18 klo 03.30.00 ap.,97.859,1.764,100.112,,,,,
653,01.04.18 klo 03.40.00 ap.,97.868,1.764,100.113,,,,,
654,01.04.18 klo 03.50.00 ap.,97.903,1.656,100.117,,,,,
655,01.04.18 klo 04.00.00 ap.,97.872,1.548,100.113,,,,,
656,01.04.18 klo 04.10.00 ap.,97.843,1.548,100.110,,,,,
657,01.04.18 klo 04.20.00 ap.,97.881,1.548,100.114,,,,,
658,01.04.18 klo 04.30.00 ap.,97.897,1.439,100.116,,,,,
659,01.04.18 klo 04.40.00 ap.,97.888,1.439,100.115,,,,,
660,01.04.18 klo 04.50.00 ap.,97.885,1.330,100.115,,,,,
661,01.04.18 klo 05.00.00 ap.,97.922,1.330,100.119,,,,,
662,01.04.18 klo 05.10.00 ap.,97.857,1.330,100.112,,,,,
663,01.04.18 klo 05.20.00 ap.,97.932,1.330,100.120,,,,,
664,01.04.18 klo 05.30.00 ap.,97.922,1.330,100.119,,,,,
665,01.04.18 klo 05.40.00 ap.,97.894,1.330,100.116,,,,,
666,01.04.18 klo 05.50.00 ap.,97.922,1.330,100.119,,,,,
667,01.04.18 klo 06.00.00 ap.,97.894,1.330,100.116,,,,,
668,01.04.18 klo 06.10.00 ap.,97.957,1.221,100.122,,,,,
669,01.04.18 klo 06.20.00 ap.,97.872,1.221,100.113,,,,,
670,01.04.18 klo 06.30.00 ap.,97.863,1.221,100.113,,,,,
671,01.04.18 klo 06.40.00 ap.,97.823,1.112,100.108,,,,,
672,01.04.18 klo 06.50.00 ap.,97.860,1.112,100.112,,,,,
673,01.04.18 klo 07.00.00 ap.,97.888,1.112,100.115,,,,,
674,01.04.18 klo 07.10.00 ap.,97.954,1.112,100.122,,,,,
675,01.04.18 klo 07.20.00 ap.,97.935,1.112,100.120,,,,,
676,01.04.18 klo 07.30.00 ap.,97.888,1.112,100.115,,,,,
677,01.04.18 klo 07.40.00 ap.,97.898,1.112,100.116,,,,,
678,01.04.18 klo 07.50.00 ap.,97.898,1.112,100.116,,,,,
679,01.04.18 klo 08.00.00 ap.,97.954,1.112,100.122,,,,,
680,01.04.18 klo 08.10.00 ap.,97.917,1.112,100.118,,,,,
681,01.04.18 klo 08.20.00 ap.,97.813,1.112,100.107,,,,,
682,01.04.18 klo 08.30.00 ap.,98.020,1.112,100.129,,,,,
683,01.04.18 klo 08.40.00 ap.,97.973,1.112,100.124,,,,,
684,01.04.18 klo 08.50.00 ap.,98.048,1.112,100.131,,,,,
685,01.04.18 klo 09.00.00 ap.,97.964,1.112,100.123,,,,,
686,01.04.18 klo 09.10.00 ap.,97.983,1.112,100.125,,,,,
687,01.04.18 klo 09.20.00 ap.,97.983,1.112,100.125,,,,,
688,01.04.18 klo 09.30.00 ap.,98.011,1.112,100.128,,,,,
689,01.04.18 klo 09.40.00 ap.,98.086,1.112,100.135,,,,,
690,01.04.18 klo 09.50.00 ap.,98.067,1.112,100.133,,,,,
691,01.04.18 klo 10.00.00 ap.,98.077,1.112,100.134,,,,,
692,01.04.18 klo 10.10.00 ap.,98.039,1.112,100.131,,,,,
693,01.04.18 klo 10.20.00 ap.,98.042,1.221,100.131,,,,,
694,01.04.18 klo 10.30.00 ap.,98.032,1.221,100.130,,,,,
695,01.04.18 klo 10.40.00 ap.,98.061,1.221,100.133,,,,,
696,01.04.18 klo 10.50.00 ap.,98.117,1.221,100.138,,,,,
697,01.04.18 klo 11.00.00 ap.,98.145,1.221,100.141,,,,,
698,01.04.18 klo 11.10.00 ap.,98.070,1.221,100.134,,,,,
699,01.04.18 klo 11.20.00 ap.,98.108,1.221,100.138,,,,,
700,01.04.18 klo 11.30.00 ap.,98.092,1.330,100.136,,,,,
701,01.04.18 klo 11.40.00 ap.,98.064,1.330,100.133,,,,,
702,01.04.18 klo 11.50.00 ap.,98.139,1.330,100.141,,,,,
703,01.04.18 klo 12.00.00 ip.,98.114,1.439,100.138,,,,,
704,01.04.18 klo 12.10.00 ip.,98.198,1.439,100.147,,,,,
705,01.04.18 klo 12.20.00 ip.,98.161,1.439,100.143,,,,,
706,01.04.18 klo 12.30.00 ip.,98.139,1.330,100.141,,,,,
707,01.04.18 klo 12.40.00 ip.,98.205,1.330,100.147,,,,,
708,01.04.18 klo 12.50.00 ip.,98.224,1.330,100.149,,,,,
709,01.04.18 klo 01.00.00 ip.,98.167,1.330,100.144,,,,,
