"Plot Title: LAKSHMI"
"#","Date Time, GMT+00:00","Abs Pres, kPa (LGR S/N: 20183678, SEN S/N: 20183678, LBL: PRES)","Temp, °C (LGR S/N: 20183678, SEN S/N: 20183678, LBL: TMP)","Coupler Detached (LGR S/N: 20183678)","Coupler Attached (LGR S/N: 20183678)","Host Connected (LGR S/N: 20183678)","Stopped (LGR S/N: 20183678)","End Of File (LGR S/N: 20183678)"
373,12.15.19 klo 04.00.00 ip.,107.589,2.730,,,,,
374,12.15.19 klo 04.30.00 ip.,107.662,3.049,,,,,
375,12.15.19 klo 05.00.00 ip.,107.726,2.943,,,,,
376,12.15.19 klo 05.30.00 ip.,107.719,2.303,,,,,
377,12.15.19 klo 06.00.00 ip.,107.704,2.410,,,,,
378,12.15.19 klo 06.30.00 ip.,107.678,3.683,,,,,
379,12.15.19 klo 07.00.00 ip.,107.628,3.893,,,,,
380,12.15.19 klo 07.30.00 ip.,107.541,3.472,,,,,
381,12.15.19 klo 08.00.00 ip.,107.498,3.155,,,,,
382,12.15.19 klo 08.30.00 ip.,107.458,3.367,,,,,
383,12.15.19 klo 09.00.00 ip.,107.411,3.893,,,,,
384,12.15.19 klo 09.30.00 ip.,107.364,3.472,,,,,
385,12.15.19 klo 10.00.00 ip.,107.313,3.683,,,,,
386,12.15.19 klo 10.30.00 ip.,107.274,3.683,,,,,
387,12.15.19 klo 11.00.00 ip.,107.234,3.683,,,,,
388,12.15.19 klo 11.30.00 ip.,107.214,3.893,,,,,
389,12.16.19 klo 12.00.00 ap.,107.135,3.893,,,,,
390,12.16.19 klo 12.30.00 ap.,107.087,3.683,,,,,
391,12.16.19 klo 01.00.00 ap.,107.023,3.578,,,,,
392,12.16.19 klo 01.30.00 ap.,106.988,3.683,,,,,
393,12.16.19 klo 02.00.00 ap.,106.959,3.472,,,,,
394,12.16.19 klo 02.30.00 ap.,106.930,3.472,,,,,
395,12.16.19 klo 03.00.00 ap.,106.895,3.578,,,,,
396,12.16.19 klo 03.30.00 ap.,106.875,3.578,,,,,
397,12.16.19 klo 04.00.00 ap.,106.840,3.683,,,,,
398,12.16.19 klo 04.30.00 ap.,106.844,3.788,,,,,
399,12.16.19 klo 05.00.00 ap.,106.816,3.578,,,,,
400,12.16.19 klo 05.30.00 ap.,106.795,3.788,,,,,
401,12.16.19 klo 06.00.00 ap.,106.781,3.683,,,,,
402,12.16.19 klo 06.30.00 ap.,106.771,3.683,,,,,
403,12.16.19 klo 07.00.00 ap.,106.786,3.578,,,,,
404,12.16.19 klo 07.30.00 ap.,106.745,3.998,,,,,
405,12.16.19 klo 08.00.00 ap.,106.716,3.788,,,,,
406,12.16.19 klo 08.30.00 ap.,106.726,3.788,,,,,
407,12.16.19 klo 09.00.00 ap.,106.730,3.893,,,,,
408,12.16.19 klo 09.30.00 ap.,106.716,3.788,,,,,
409,12.16.19 klo 10.00.00 ap.,106.701,3.893,,,,,
410,12.16.19 klo 10.30.00 ap.,106.715,3.998,,,,,
411,12.16.19 klo 11.00.00 ap.,106.676,3.998,,,,,
412,12.16.19 klo 11.30.00 ap.,106.680,4.102,,,,,
413,12.16.19 klo 12.00.00 ip.,106.680,4.102,,,,,
414,12.16.19 klo 12.30.00 ip.,106.684,4.207,,,,,
415,12.16.19 klo 01.00.00 ip.,106.680,4.102,,,,,
416,12.16.19 klo 01.30.00 ip.,106.684,4.207,,,,,
417,12.16.19 klo 02.00.00 ip.,106.676,3.998,,,,,
418,12.16.19 klo 02.30.00 ip.,106.665,4.207,,,,,
419,12.16.19 klo 03.00.00 ip.,106.656,3.998,,,,,
420,12.16.19 klo 03.30.00 ip.,106.661,3.893,,,,,
421,12.16.19 klo 04.00.00 ip.,106.671,3.893,,,,,
422,12.16.19 klo 04.30.00 ip.,106.663,3.683,,,,,
423,12.16.19 klo 05.00.00 ip.,106.664,3.472,,,,,
424,12.16.19 klo 05.30.00 ip.,106.704,3.261,,,,,
425,12.16.19 klo 06.00.00 ip.,106.708,3.367,,,,,
426,12.16.19 klo 06.30.00 ip.,106.724,3.261,,,,,
427,12.16.19 klo 07.00.00 ip.,106.728,3.367,,,,,
428,12.16.19 klo 07.30.00 ip.,106.743,3.261,,,,,
429,12.16.19 klo 08.00.00 ip.,106.758,3.367,,,,,
430,12.16.19 klo 08.30.00 ip.,106.783,3.261,,,,,
431,12.16.19 klo 09.00.00 ip.,106.774,3.049,,,,,
432,12.16.19 klo 09.30.00 ip.,106.818,3.155,,,,,
433,12.16.19 klo 10.00.00 ip.,106.808,3.155,,,,,
434,12.16.19 klo 10.30.00 ip.,106.818,3.155,,,,,
435,12.16.19 klo 11.00.00 ip.,106.842,3.261,,,,,
436,12.16.19 klo 11.30.00 ip.,106.880,3.472,,,,,
437,12.17.19 klo 12.00.00 ap.,106.896,3.367,,,,,
438,12.17.19 klo 12.30.00 ap.,106.921,3.261,,,,,
439,12.17.19 klo 01.00.00 ap.,106.959,3.472,,,,,
440,12.17.19 klo 01.30.00 ap.,106.949,3.472,,,,,
441,12.17.19 klo 02.00.00 ap.,106.959,3.472,,,,,
442,12.17.19 klo 02.30.00 ap.,106.984,3.578,,,,,
443,12.17.19 klo 03.00.00 ap.,107.004,3.367,,,,,
444,12.17.19 klo 03.30.00 ap.,107.044,3.367,,,,,
445,12.17.19 klo 04.00.00 ap.,107.086,3.893,,,,,
446,12.17.19 klo 04.30.00 ap.,107.087,3.683,,,,,
447,12.17.19 klo 05.00.00 ap.,107.135,3.893,,,,,
448,12.17.19 klo 05.30.00 ap.,107.174,3.893,,,,,
449,12.17.19 klo 06.00.00 ap.,107.204,3.893,,,,,
450,12.17.19 klo 06.30.00 ap.,107.209,3.788,,,,,
451,12.17.19 klo 07.00.00 ap.,107.253,3.893,,,,,
452,12.17.19 klo 07.30.00 ap.,107.311,4.102,,,,,
453,12.17.19 klo 08.00.00 ap.,107.379,4.311,,,,,
454,12.17.19 klo 08.30.00 ap.,107.389,4.311,,,,,
455,12.17.19 klo 09.00.00 ap.,107.434,4.207,,,,,
456,12.17.19 klo 09.30.00 ap.,107.468,4.311,,,,,
457,12.17.19 klo 10.00.00 ap.,107.508,4.311,,,,,
458,12.17.19 klo 10.30.00 ap.,107.504,3.998,,,,,
459,12.17.19 klo 11.00.00 ap.,107.559,3.893,,,,,
460,12.17.19 klo 11.30.00 ap.,107.602,4.207,,,,,
461,12.17.19 klo 12.00.00 ip.,107.617,4.102,,,,,
462,12.17.19 klo 12.30.00 ip.,107.647,4.102,,,,,
463,12.17.19 klo 01.00.00 ip.,107.662,3.998,,,,,
464,12.17.19 klo 01.30.00 ip.,107.683,3.788,,,,,
465,12.17.19 klo 02.00.00 ip.,107.726,4.102,,,,,
466,12.17.19 klo 02.30.00 ip.,107.750,4.207,,,,,
467,12.17.19 klo 03.00.00 ip.,107.755,4.102,,,,,
468,12.17.19 klo 03.30.00 ip.,107.810,3.998,,,,,
469,12.17.19 klo 04.00.00 ip.,107.831,3.788,,,,,
470,12.17.19 klo 04.30.00 ip.,107.836,3.683,,,,,
471,12.17.19 klo 05.00.00 ip.,107.861,3.578,,,,,
472,12.17.19 klo 05.30.00 ip.,107.895,3.683,,,,,
473,12.17.19 klo 06.00.00 ip.,107.895,3.683,,,,,
474,12.17.19 klo 06.30.00 ip.,107.949,3.788,,,,,
475,12.17.19 klo 07.00.00 ip.,107.969,3.788,,,,,
476,12.17.19 klo 07.30.00 ip.,107.959,3.788,,,,,
477,12.17.19 klo 08.00.00 ip.,107.994,3.683,,,,,
478,12.17.19 klo 08.30.00 ip.,107.994,3.683,,,,,
479,12.17.19 klo 09.00.00 ip.,108.019,3.578,,,,,
480,12.17.19 klo 09.30.00 ip.,108.029,3.578,,,,,
481,12.17.19 klo 10.00.00 ip.,108.034,3.683,,,,,
482,12.17.19 klo 10.30.00 ip.,108.054,3.472,,,,,
483,12.17.19 klo 11.00.00 ip.,108.044,3.472,,,,,
484,12.17.19 klo 11.30.00 ip.,108.054,3.472,,,,,
485,12.18.19 klo 12.00.00 ap.,108.074,3.472,,,,,
486,12.18.19 klo 12.30.00 ap.,108.088,3.578,,,,,
487,12.18.19 klo 01.00.00 ap.,108.084,3.472,,,,,
488,12.18.19 klo 01.30.00 ap.,108.104,3.472,,,,,
489,12.18.19 klo 02.00.00 ap.,108.128,3.578,,,,,
490,12.18.19 klo 02.30.00 ap.,108.128,3.578,,,,,
491,12.18.19 klo 03.00.00 ap.,108.148,3.578,,,,,
492,12.18.19 klo 03.30.00 ap.,108.167,3.578,,,,,
493,12.18.19 klo 04.00.00 ap.,108.172,3.683,,,,,
494,12.18.19 klo 04.30.00 ap.,108.211,3.683,,,,,
495,12.18.19 klo 05.00.00 ap.,108.241,3.683,,,,,
496,12.18.19 klo 05.30.00 ap.,108.251,3.683,,,,,
497,12.18.19 klo 06.00.00 ap.,108.251,3.683,,,,,
498,12.18.19 klo 06.30.00 ap.,108.251,3.683,,,,,
499,12.18.19 klo 07.00.00 ap.,108.241,3.683,,,,,
500,12.18.19 klo 07.30.00 ap.,108.235,3.788,,,,,
501,12.18.19 klo 08.00.00 ap.,108.245,3.788,,,,,
502,12.18.19 klo 08.30.00 ap.,108.226,3.788,,,,,
503,12.18.19 klo 09.00.00 ap.,108.226,3.788,,,,,
504,12.18.19 klo 09.30.00 ap.,108.245,3.788,,,,,
505,12.18.19 klo 10.00.00 ap.,108.245,3.788,,,,,
506,12.18.19 klo 10.30.00 ap.,108.244,3.998,,,,,
507,12.18.19 klo 11.00.00 ap.,108.205,3.998,,,,,
508,12.18.19 klo 11.30.00 ap.,108.244,3.998,,,,,
509,12.18.19 klo 12.00.00 ip.,108.274,3.998,,,,,
510,12.18.19 klo 12.30.00 ip.,108.234,3.998,,,,,
511,12.18.19 klo 01.00.00 ip.,108.240,3.893,,,,,
512,12.18.19 klo 01.30.00 ip.,108.230,3.893,,,,,
513,12.18.19 klo 02.00.00 ip.,108.220,3.893,,,,,
514,12.18.19 klo 02.30.00 ip.,108.215,3.998,,,,,
515,12.18.19 klo 03.00.00 ip.,108.180,4.102,,,,,
516,12.18.19 klo 03.30.00 ip.,108.175,3.998,,,,,
517,12.18.19 klo 04.00.00 ip.,108.157,3.788,,,,,
518,12.18.19 klo 04.30.00 ip.,108.151,3.893,,,,,
519,12.18.19 klo 05.00.00 ip.,108.161,3.893,,,,,
520,12.18.19 klo 05.30.00 ip.,108.161,3.893,,,,,
521,12.18.19 klo 06.00.00 ip.,108.131,3.893,,,,,
522,12.18.19 klo 06.30.00 ip.,108.121,3.893,,,,,
523,12.18.19 klo 07.00.00 ip.,108.112,3.893,,,,,
524,12.18.19 klo 07.30.00 ip.,108.121,3.893,,,,,
525,12.18.19 klo 08.00.00 ip.,108.147,3.788,,,,,
526,12.18.19 klo 08.30.00 ip.,108.127,3.788,,,,,
527,12.18.19 klo 09.00.00 ip.,108.122,3.683,,,,,
528,12.18.19 klo 09.30.00 ip.,108.113,3.683,,,,,
529,12.18.19 klo 10.00.00 ip.,108.113,3.683,,,,,
530,12.18.19 klo 10.30.00 ip.,108.097,3.788,,,,,
531,12.18.19 klo 11.00.00 ip.,108.102,3.893,,,,,
532,12.18.19 klo 11.30.00 ip.,108.052,3.893,,,,,
533,12.19.19 klo 12.00.00 ap.,108.052,3.893,,,,,
534,12.19.19 klo 12.30.00 ap.,108.033,3.893,,,,,
535,12.19.19 klo 01.00.00 ap.,108.013,3.893,,,,,
536,12.19.19 klo 01.30.00 ap.,107.973,3.893,,,,,
537,12.19.19 klo 02.00.00 ap.,107.949,3.788,,,,,
538,12.19.19 klo 02.30.00 ap.,107.949,3.788,,,,,
539,12.19.19 klo 03.00.00 ap.,107.934,3.893,,,,,
540,12.19.19 klo 03.30.00 ap.,107.920,3.788,,,,,
541,12.19.19 klo 04.00.00 ap.,107.910,3.788,,,,,
542,12.19.19 klo 04.30.00 ap.,107.959,3.788,,,,,
543,12.19.19 klo 05.00.00 ap.,107.969,3.788,,,,,
544,12.19.19 klo 05.30.00 ap.,107.899,3.998,,,,,
545,12.19.19 klo 06.00.00 ap.,107.934,3.893,,,,,
546,12.19.19 klo 06.30.00 ap.,107.948,3.998,,,,,
547,12.19.19 klo 07.00.00 ap.,107.929,3.998,,,,,
548,12.19.19 klo 07.30.00 ap.,107.889,3.998,,,,,
549,12.19.19 klo 08.00.00 ap.,107.879,3.998,,,,,
550,12.19.19 klo 08.30.00 ap.,107.839,4.207,,,,,
551,12.19.19 klo 09.00.00 ap.,107.838,4.415,,,,,
552,12.19.19 klo 09.30.00 ap.,107.808,4.415,,,,,
553,12.19.19 klo 10.00.00 ap.,107.793,4.519,,,,,
554,12.19.19 klo 10.30.00 ap.,107.769,4.415,,,,,
555,12.19.19 klo 11.00.00 ap.,107.777,4.623,,,,,
556,12.19.19 klo 11.30.00 ap.,107.794,4.311,,,,,
557,12.19.19 klo 12.00.00 ip.,107.769,4.415,,,,,
558,12.19.19 klo 12.30.00 ip.,107.735,4.311,,,,,
559,12.19.19 klo 01.00.00 ip.,107.676,4.102,,,,,
560,12.19.19 klo 01.30.00 ip.,107.637,4.102,,,,,
561,12.19.19 klo 02.00.00 ip.,107.647,4.102,,,,,
562,12.19.19 klo 02.30.00 ip.,107.637,4.102,,,,,
563,12.19.19 klo 03.00.00 ip.,107.622,4.207,,,,,
564,12.19.19 klo 03.30.00 ip.,107.622,4.207,,,,,
565,12.19.19 klo 04.00.00 ip.,107.593,3.998,,,,,
566,12.19.19 klo 04.30.00 ip.,107.583,3.998,,,,,
567,12.19.19 klo 05.00.00 ip.,107.578,4.102,,,,,
568,12.19.19 klo 05.30.00 ip.,107.563,3.998,,,,,
569,12.19.19 klo 06.00.00 ip.,107.559,3.893,,,,,
570,12.19.19 klo 06.30.00 ip.,107.529,3.893,,,,,
571,12.19.19 klo 07.00.00 ip.,107.520,3.893,,,,,
572,12.19.19 klo 07.30.00 ip.,107.480,3.893,,,,,
573,12.19.19 klo 08.00.00 ip.,107.460,3.893,,,,,
574,12.19.19 klo 08.30.00 ip.,107.446,3.788,,,,,
575,12.19.19 klo 09.00.00 ip.,107.416,3.788,,,,,
576,12.19.19 klo 09.30.00 ip.,107.407,3.788,,,,,
577,12.19.19 klo 10.00.00 ip.,107.397,3.788,,,,,
578,12.19.19 klo 10.30.00 ip.,107.377,3.788,,,,,
579,12.19.19 klo 11.00.00 ip.,107.342,3.893,,,,,
580,12.19.19 klo 11.30.00 ip.,107.322,3.893,,,,,
581,12.20.19 klo 12.00.00 ap.,107.307,3.998,,,,,
582,12.20.19 klo 12.30.00 ap.,107.267,3.998,,,,,
583,12.20.19 klo 01.00.00 ap.,107.248,3.998,,,,,
584,12.20.19 klo 01.30.00 ap.,107.208,3.998,,,,,
585,12.20.19 klo 02.00.00 ap.,107.218,3.998,,,,,
586,12.20.19 klo 02.30.00 ap.,107.198,3.998,,,,,
587,12.20.19 klo 03.00.00 ap.,107.179,3.998,,,,,
588,12.20.19 klo 03.30.00 ap.,107.179,3.998,,,,,
589,12.20.19 klo 04.00.00 ap.,107.149,3.998,,,,,
590,12.20.19 klo 04.30.00 ap.,107.173,4.102,,,,,
591,12.20.19 klo 05.00.00 ap.,107.153,4.102,,,,,
592,12.20.19 klo 05.30.00 ap.,107.158,4.207,,,,,
593,12.20.19 klo 06.00.00 ap.,107.178,4.207,,,,,
594,12.20.19 klo 06.30.00 ap.,107.148,4.207,,,,,
595,12.20.19 klo 07.00.00 ap.,107.143,4.311,,,,,
596,12.20.19 klo 07.30.00 ap.,107.137,4.415,,,,,
597,12.20.19 klo 08.00.00 ap.,107.112,4.519,,,,,
598,12.20.19 klo 08.30.00 ap.,107.106,4.623,,,,,
599,12.20.19 klo 09.00.00 ap.,107.071,4.727,,,,,
600,12.20.19 klo 09.30.00 ap.,107.056,4.831,,,,,
601,12.20.19 klo 10.00.00 ap.,107.041,4.934,,,,,
602,12.20.19 klo 10.30.00 ap.,107.046,4.831,,,,,
603,12.20.19 klo 11.00.00 ap.,107.055,5.037,,,,,
604,12.20.19 klo 11.30.00 ap.,107.056,4.831,,,,,
605,12.20.19 klo 12.00.00 ip.,107.021,4.934,,,,,
606,12.20.19 klo 12.30.00 ip.,107.010,5.141,,,,,
607,12.20.19 klo 01.00.00 ip.,106.981,4.934,,,,,
608,12.20.19 klo 01.30.00 ip.,106.957,4.831,,,,,
609,12.20.19 klo 02.00.00 ip.,106.932,4.934,,,,,
610,12.20.19 klo 02.30.00 ip.,106.932,4.934,,,,,
611,12.20.19 klo 03.00.00 ip.,106.922,4.934,,,,,
612,12.20.19 klo 03.30.00 ip.,106.928,4.831,,,,,
613,12.20.19 klo 04.00.00 ip.,106.918,4.831,,,,,
614,12.20.19 klo 04.30.00 ip.,106.913,4.727,,,,,
615,12.20.19 klo 05.00.00 ip.,106.894,4.727,,,,,
616,12.20.19 klo 05.30.00 ip.,106.911,4.207,,,,,
617,12.20.19 klo 06.00.00 ip.,106.887,4.102,,,,,
618,12.20.19 klo 06.30.00 ip.,106.883,3.998,,,,,
619,12.20.19 klo 07.00.00 ip.,106.877,4.102,,,,,
620,12.20.19 klo 07.30.00 ip.,106.883,3.998,,,,,
621,12.20.19 klo 08.00.00 ip.,106.873,3.998,,,,,
622,12.20.19 klo 08.30.00 ip.,106.873,3.998,,,,,
623,12.20.19 klo 09.00.00 ip.,106.863,3.998,,,,,
624,12.20.19 klo 09.30.00 ip.,106.843,3.998,,,,,
625,12.20.19 klo 10.00.00 ip.,106.853,3.998,,,,,
626,12.20.19 klo 10.30.00 ip.,106.849,3.893,,,,,
627,12.20.19 klo 11.00.00 ip.,106.866,3.367,,,,,
628,12.20.19 klo 11.30.00 ip.,106.852,3.261,,,,,
629,12.21.19 klo 12.00.00 ap.,106.874,3.788,,,,,
630,12.21.19 klo 12.30.00 ap.,106.878,3.893,,,,,
631,12.21.19 klo 01.00.00 ap.,106.903,3.998,,,,,
632,12.21.19 klo 01.30.00 ap.,106.903,3.998,,,,,
633,12.21.19 klo 02.00.00 ap.,106.912,3.998,,,,,
634,12.21.19 klo 02.30.00 ap.,106.922,3.998,,,,,
635,12.21.19 klo 03.00.00 ap.,106.952,3.998,,,,,
636,12.21.19 klo 03.30.00 ap.,106.912,3.998,,,,,
637,12.21.19 klo 04.00.00 ap.,107.001,3.998,,,,,
638,12.21.19 klo 04.30.00 ap.,107.015,4.102,,,,,
639,12.21.19 klo 05.00.00 ap.,107.035,4.102,,,,,
640,12.21.19 klo 05.30.00 ap.,107.075,4.102,,,,,
641,12.21.19 klo 06.00.00 ap.,107.065,4.102,,,,,
642,12.21.19 klo 06.30.00 ap.,107.089,4.207,,,,,
643,12.21.19 klo 07.00.00 ap.,107.093,4.311,,,,,
644,12.21.19 klo 07.30.00 ap.,107.107,4.415,,,,,
645,12.21.19 klo 08.00.00 ap.,107.122,4.519,,,,,
646,12.21.19 klo 08.30.00 ap.,107.136,4.623,,,,,
647,12.21.19 klo 09.00.00 ap.,107.146,4.623,,,,,
648,12.21.19 klo 09.30.00 ap.,107.156,4.623,,,,,
649,12.21.19 klo 10.00.00 ap.,107.209,4.727,,,,,
650,12.21.19 klo 10.30.00 ap.,107.210,4.519,,,,,
651,12.21.19 klo 11.00.00 ap.,107.195,4.623,,,,,
652,12.21.19 klo 11.30.00 ap.,107.184,4.831,,,,,
653,12.21.19 klo 12.00.00 ip.,107.204,4.831,,,,,
654,12.21.19 klo 12.30.00 ip.,107.203,5.037,,,,,
655,12.21.19 klo 01.00.00 ip.,107.203,5.037,,,,,
656,12.21.19 klo 01.30.00 ip.,107.170,4.727,,,,,
657,12.21.19 klo 02.00.00 ip.,107.194,4.831,,,,,
658,12.21.19 klo 02.30.00 ip.,107.179,4.934,,,,,
659,12.21.19 klo 03.00.00 ip.,107.188,4.934,,,,,
660,12.21.19 klo 03.30.00 ip.,107.174,4.831,,,,,
661,12.21.19 klo 04.00.00 ip.,107.184,4.831,,,,,
662,12.21.19 klo 04.30.00 ip.,107.184,4.831,,,,,
663,12.21.19 klo 05.00.00 ip.,107.191,4.519,,,,,
664,12.21.19 klo 05.30.00 ip.,107.207,4.207,,,,,
665,12.21.19 klo 06.00.00 ip.,107.217,4.207,,,,,
666,12.21.19 klo 06.30.00 ip.,107.217,4.207,,,,,
667,12.21.19 klo 07.00.00 ip.,107.227,4.207,,,,,
668,12.21.19 klo 07.30.00 ip.,107.238,3.998,,,,,
669,12.21.19 klo 08.00.00 ip.,107.248,3.998,,,,,
670,12.21.19 klo 08.30.00 ip.,107.267,3.998,,,,,
671,12.21.19 klo 09.00.00 ip.,107.293,3.893,,,,,
672,12.21.19 klo 09.30.00 ip.,107.287,3.998,,,,,
673,12.21.19 klo 10.00.00 ip.,107.297,3.998,,,,,
674,12.21.19 klo 10.30.00 ip.,107.307,3.998,,,,,
675,12.21.19 klo 11.00.00 ip.,107.328,3.788,,,,,
676,12.21.19 klo 11.30.00 ip.,107.312,3.893,,,,,
677,12.22.19 klo 12.00.00 ap.,107.322,3.893,,,,,
678,12.22.19 klo 12.30.00 ap.,107.338,3.788,,,,,
679,12.22.19 klo 01.00.00 ap.,107.362,3.893,,,,,
680,12.22.19 klo 01.30.00 ap.,107.421,3.893,,,,,
681,12.22.19 klo 02.00.00 ap.,107.406,3.998,,,,,
682,12.22.19 klo 02.30.00 ap.,107.401,3.893,,,,,
683,12.22.19 klo 03.00.00 ap.,107.401,3.893,,,,,
684,12.22.19 klo 03.30.00 ap.,107.431,3.893,,,,,
685,12.22.19 klo 04.00.00 ap.,107.469,4.102,,,,,
686,12.22.19 klo 04.30.00 ap.,107.493,4.207,,,,,
687,12.22.19 klo 05.00.00 ap.,107.523,4.207,,,,,
688,12.22.19 klo 05.30.00 ap.,107.537,4.311,,,,,
689,12.22.19 klo 06.00.00 ap.,107.537,4.311,,,,,
690,12.22.19 klo 06.30.00 ap.,107.557,4.311,,,,,
691,12.22.19 klo 07.00.00 ap.,107.547,4.311,,,,,
692,12.22.19 klo 07.30.00 ap.,107.567,4.311,,,,,
693,12.22.19 klo 08.00.00 ap.,107.551,4.415,,,,,
694,12.22.19 klo 08.30.00 ap.,107.576,4.519,,,,,
695,12.22.19 klo 09.00.00 ap.,107.560,4.623,,,,,
696,12.22.19 klo 09.30.00 ap.,107.559,4.831,,,,,
697,12.22.19 klo 10.00.00 ap.,107.573,4.934,,,,,
698,12.22.19 klo 10.30.00 ap.,107.558,5.037,,,,,
699,12.22.19 klo 11.00.00 ap.,107.558,5.037,,,,,
700,12.22.19 klo 11.30.00 ap.,107.559,4.831,,,,,
701,12.22.19 klo 12.00.00 ip.,107.544,4.934,,,,,
702,12.22.19 klo 12.30.00 ip.,107.544,4.934,,,,,
703,12.22.19 klo 01.00.00 ip.,107.549,4.831,,,,,
704,12.22.19 klo 01.30.00 ip.,107.520,4.831,,,,,
705,12.22.19 klo 02.00.00 ip.,107.529,4.831,,,,,
706,12.22.19 klo 02.30.00 ip.,107.524,4.934,,,,,
707,12.22.19 klo 03.00.00 ip.,107.525,4.727,,,,,
708,12.22.19 klo 03.30.00 ip.,107.545,4.727,,,,,
709,12.22.19 klo 04.00.00 ip.,107.555,4.727,,,,,
710,12.22.19 klo 04.30.00 ip.,107.559,4.831,,,,,
711,12.22.19 klo 05.00.00 ip.,107.550,4.623,,,,,
712,12.22.19 klo 05.30.00 ip.,107.536,4.519,,,,,
713,12.22.19 klo 06.00.00 ip.,107.547,4.311,,,,,
714,12.22.19 klo 06.30.00 ip.,107.557,4.311,,,,,
715,12.22.19 klo 07.00.00 ip.,107.553,4.207,,,,,
716,12.22.19 klo 07.30.00 ip.,107.553,4.207,,,,,
717,12.22.19 klo 08.00.00 ip.,107.558,4.102,,,,,
718,12.22.19 klo 08.30.00 ip.,107.554,3.998,,,,,
719,12.22.19 klo 09.00.00 ip.,107.558,4.102,,,,,
720,12.22.19 klo 09.30.00 ip.,107.548,4.102,,,,,
721,12.22.19 klo 10.00.00 ip.,107.548,4.102,,,,,
722,12.22.19 klo 10.30.00 ip.,107.578,4.102,,,,,
723,12.22.19 klo 11.00.00 ip.,107.568,4.102,,,,,
724,12.22.19 klo 11.30.00 ip.,107.568,4.102,,,,,
725,12.23.19 klo 12.00.00 ap.,107.554,3.998,,,,,
726,12.23.19 klo 12.30.00 ap.,107.554,3.998,,,,,
727,12.23.19 klo 01.00.00 ap.,107.558,4.102,,,,,
728,12.23.19 klo 01.30.00 ap.,107.553,4.207,,,,,
729,12.23.19 klo 02.00.00 ap.,107.543,4.207,,,,,
730,12.23.19 klo 02.30.00 ap.,107.548,4.102,,,,,
731,12.23.19 klo 03.00.00 ap.,107.549,3.893,,,,,
732,12.23.19 klo 03.30.00 ap.,107.583,3.998,,,,,
733,12.23.19 klo 04.00.00 ap.,107.564,3.788,,,,,
734,12.23.19 klo 04.30.00 ap.,107.563,3.998,,,,,
735,12.23.19 klo 05.00.00 ap.,107.568,4.102,,,,,
736,12.23.19 klo 05.30.00 ap.,107.558,4.102,,,,,
737,12.23.19 klo 06.00.00 ap.,107.572,4.207,,,,,
738,12.23.19 klo 06.30.00 ap.,107.581,4.415,,,,,
739,12.23.19 klo 07.00.00 ap.,107.587,4.311,,,,,
740,12.23.19 klo 07.30.00 ap.,107.567,4.311,,,,,
741,12.23.19 klo 08.00.00 ap.,107.556,4.519,,,,,
742,12.23.19 klo 08.30.00 ap.,107.565,4.727,,,,,
743,12.23.19 klo 09.00.00 ap.,107.522,4.415,,,,,
744,12.23.19 klo 09.30.00 ap.,107.526,4.519,,,,,
745,12.23.19 klo 10.00.00 ap.,107.510,4.831,,,,,
746,12.23.19 klo 10.30.00 ap.,107.497,4.519,,,,,
747,12.23.19 klo 11.00.00 ap.,107.487,4.519,,,,,
748,12.23.19 klo 11.30.00 ap.,107.476,4.727,,,,,
749,12.23.19 klo 12.00.00 ip.,107.480,4.831,,,,,
750,12.23.19 klo 12.30.00 ip.,107.480,4.831,,,,,
751,12.23.19 klo 01.00.00 ip.,107.436,4.727,,,,,
752,12.23.19 klo 01.30.00 ip.,107.431,4.831,,,,,
753,12.23.19 klo 02.00.00 ip.,107.411,4.831,,,,,
754,12.23.19 klo 02.30.00 ip.,107.397,4.727,,,,,
755,12.23.19 klo 03.00.00 ip.,107.392,4.623,,,,,
756,12.23.19 klo 03.30.00 ip.,107.354,4.415,,,,,
757,12.23.19 klo 04.00.00 ip.,107.384,4.415,,,,,
758,12.23.19 klo 04.30.00 ip.,107.389,4.311,,,,,
759,12.23.19 klo 05.00.00 ip.,107.379,4.311,,,,,
760,12.23.19 klo 05.30.00 ip.,107.395,4.207,,,,,
761,12.23.19 klo 06.00.00 ip.,107.390,4.102,,,,,
762,12.23.19 klo 06.30.00 ip.,107.420,4.102,,,,,
763,12.23.19 klo 07.00.00 ip.,107.410,4.102,,,,,
764,12.23.19 klo 07.30.00 ip.,107.400,4.102,,,,,
765,12.23.19 klo 08.00.00 ip.,107.400,4.102,,,,,
766,12.23.19 klo 08.30.00 ip.,107.430,4.102,,,,,
767,12.23.19 klo 09.00.00 ip.,107.425,3.998,,,,,
768,12.23.19 klo 09.30.00 ip.,107.406,3.998,,,,,
769,12.23.19 klo 10.00.00 ip.,107.449,4.102,,,,,
770,12.23.19 klo 10.30.00 ip.,107.406,3.998,,,,,
771,12.23.19 klo 11.00.00 ip.,107.425,3.998,,,,,
772,12.23.19 klo 11.30.00 ip.,107.425,3.998,,,,,
773,12.24.19 klo 12.00.00 ap.,107.425,3.998,,,,,
774,12.24.19 klo 12.30.00 ap.,107.449,4.102,,,,,
775,12.24.19 klo 01.00.00 ap.,107.449,4.102,,,,,
776,12.24.19 klo 01.30.00 ap.,107.420,4.102,,,,,
777,12.24.19 klo 02.00.00 ap.,107.420,4.102,,,,,
